Time(s),True_Raw_500Hz,Denoised_Resampled_500Hz
1.4500,-1683.000000,-0.079320
1.4520,-1721.000000,-0.078928
1.4540,-1763.000000,-0.078339
1.4560,-1821.000000,-0.077431
1.4580,-1866.000000,-0.076373
1.4600,-1912.000000,-0.075233
1.4620,-1941.000000,-0.073811
1.4640,-1983.000000,-0.072345
1.4660,-2038.000000,-0.071034
1.4680,-2074.000000,-0.070004
1.4700,-2111.000000,-0.069922
1.4720,-2146.000000,-0.070909
1.4740,-2256.000000,-0.072277
1.4760,-2288.000000,-0.073761
1.4780,-2323.000000,-0.075246
1.4800,-2328.000000,-0.076447
1.4820,-2367.000000,-0.077525
1.4840,-2395.000000,-0.078885
1.4860,-2421.000000,-0.080870
1.4880,-2474.000000,-0.083713
1.4900,-2516.000000,-0.087213
1.4920,-2558.000000,-0.091052
1.4940,-2602.000000,-0.095003
1.4960,-2651.000000,-0.098565
1.4980,-2679.000000,-0.101451
1.5000,-2721.000000,-0.104063
1.5020,-2757.000000,-0.106960
1.5040,-2797.000000,-0.110529
1.5060,-2844.000000,-0.114888
1.5080,-2884.000000,-0.119670
1.5100,-2946.000000,-0.124311
1.5120,-2980.000000,-0.128500
1.5140,-3051.000000,-0.132344
1.5160,-3122.000000,-0.136266
1.5180,-3135.000000,-0.140553
1.5200,-3158.000000,-0.145213
1.5220,-3206.000000,-0.150260
1.5240,-3242.000000,-0.155516
1.5260,-3299.000000,-0.160560
1.5280,-3344.000000,-0.165334
1.5300,-3372.000000,-0.170067
1.5320,-3411.000000,-0.174767
1.5340,-3453.000000,-0.179457
1.5360,-3476.000000,-0.184443
1.5380,-3511.000000,-0.190012
1.5400,-3544.000000,-0.196156
1.5420,-3601.000000,-0.202644
1.5440,-3656.000000,-0.209338
1.5460,-3698.000000,-0.216204
1.5480,-3730.000000,-0.223041
1.5500,-3777.000000,-0.229564
1.5520,-3829.000000,-0.235523
1.5540,-3872.000000,-0.240686
1.5560,-3911.000000,-0.245168
1.5580,-3956.000000,-0.249583
1.5600,-3991.000000,-0.254673
1.5620,-4049.000000,-0.260889
1.5640,-4103.000000,-0.268128
1.5660,-4131.000000,-0.275862
1.5680,-4172.000000,-0.283440
1.5700,-4217.000000,-0.290267
1.5720,-4261.000000,-0.296289
1.5740,-4269.000000,-0.302197
1.5760,-4293.000000,-0.308760
1.5780,-4326.000000,-0.316353
1.5800,-4369.000000,-0.324939
1.5820,-4430.000000,-0.334108
1.5840,-4471.000000,-0.343243
1.5860,-4501.000000,-0.351620
1.5880,-4550.000000,-0.358824
1.5900,-4599.000000,-0.365035
1.5920,-4636.000000,-0.370512
1.5940,-4667.000000,-0.375461
1.5960,-4699.000000,-0.380277
1.5980,-4742.000000,-0.385117
1.6000,-4775.000000,-0.389989
1.6020,-4875.000000,-0.395073
1.6040,-4917.000000,-0.400338
1.6060,-4947.000000,-0.405608
1.6080,-4987.000000,-0.410717
1.6100,-5001.000000,-0.415296
1.6120,-5032.000000,-0.419109
1.6140,-5068.000000,-0.422048
1.6160,-5081.000000,-0.423891
1.6180,-5091.000000,-0.424827
1.6200,-5104.000000,-0.425242
1.6220,-5150.000000,-0.425150
1.6240,-5182.000000,-0.424525
1.6260,-5218.000000,-0.423259
1.6280,-5239.000000,-0.420875
1.6300,-5266.000000,-0.416810
1.6320,-5281.000000,-0.410760
1.6340,-5284.000000,-0.403075
1.6360,-5305.000000,-0.394502
1.6380,-5320.000000,-0.385441
1.6400,-5324.000000,-0.376233
1.6420,-5314.000000,-0.367200
1.6440,-5321.000000,-0.358116
1.6460,-5333.000000,-0.348625
1.6480,-5331.000000,-0.338489
1.6500,-5307.000000,-0.327399
1.6520,-5261.000000,-0.315406
1.6540,-5216.000000,-0.302907
