Time(s),True_Raw_500Hz,Denoised_Resampled_500Hz
0.3280,-93837.000000,-1.027121
0.3300,-93873.000000,-0.978957
0.3320,-96443.000000,-0.935474
0.3340,-100906.000000,-0.913902
0.3360,-114895.000000,-0.942957
0.3380,-121434.000000,-0.977088
0.3400,-122411.000000,-0.975115
0.3420,-129887.000000,-0.960222
0.3440,-141672.000000,-0.976509
0.3460,-142917.000000,-1.058103
0.3480,-142703.000000,-1.121510
0.3500,-142515.000000,-1.127275
0.3520,-142808.000000,-1.156970
0.3540,-144182.000000,-1.160368
0.3560,-143051.000000,-1.150409
0.3580,-135370.000000,-1.239261
0.3600,-131931.000000,-1.270218
0.3620,-131119.000000,-1.177018
0.3640,-130104.000000,-1.151178
0.3660,-130664.000000,-1.152691
0.3680,-131943.000000,-1.119317
0.3700,-129310.000000,-1.142208
0.3720,-127429.000000,-1.129702
0.3740,-125468.000000,-1.053684
0.3760,-122258.000000,-1.068774
0.3780,-118807.000000,-1.141879
0.3800,-115866.000000,-1.162239
0.3820,-113000.000000,-1.137427
0.3840,-109991.000000,-1.107808
0.3860,-107024.000000,-1.127809
0.3880,-104999.000000,-1.204492
0.3900,-103729.000000,-1.272561
0.3920,-98251.000000,-1.268426
0.3940,-85682.000000,-1.200992
0.3960,-84135.000000,-1.178995
0.3980,-84047.000000,-1.211690
0.4000,-84228.000000,-1.189294
0.4020,-84978.000000,-1.137441
0.4040,-86222.000000,-1.093800
0.4060,-87544.000000,-1.022502
0.4080,-89610.000000,-0.991391
0.4100,-91352.000000,-1.002750
0.4120,-90045.000000,-0.963614
0.4140,-89487.000000,-0.911266
0.4160,-89980.000000,-0.877217
0.4180,-89865.000000,-0.843387
0.4200,-89223.000000,-0.848943
0.4220,-87887.000000,-0.865749
0.4240,-86378.000000,-0.846828
0.4260,-85239.000000,-0.821332
0.4280,-84913.000000,-0.799171
0.4300,-81513.000000,-0.793960
0.4320,-78374.000000,-0.808381
0.4340,-77886.000000,-0.799610
0.4360,-76842.000000,-0.778709
0.4380,-77112.000000,-0.774950
0.4400,-77637.000000,-0.791267
0.4420,-78472.000000,-0.814610
0.4440,-78654.000000,-0.787820
0.4460,-78387.000000,-0.744552
0.4480,-78448.000000,-0.777741
0.4500,-81874.000000,-0.824562
0.4520,-75314.000000,-0.817449
0.4540,-73926.000000,-0.792304
0.4560,-73501.000000,-0.751731
0.4580,-73294.000000,-0.723470
0.4600,-73721.000000,-0.734290
0.4620,-73461.000000,-0.732833
0.4640,-73446.000000,-0.729987
0.4660,-73541.000000,-0.740671
0.4680,-72235.000000,-0.713611
0.4700,-70173.000000,-0.685973
0.4720,-67889.000000,-0.698862
0.4740,-60215.000000,-0.703792
0.4760,-59499.000000,-0.692693
0.4780,-54575.000000,-0.667846
0.4800,-45874.000000,-0.619749
0.4820,-44132.000000,-0.597190
0.4840,-43184.000000,-0.609149
0.4860,-41102.000000,-0.612864
0.4880,-39280.000000,-0.610989
0.4900,-38569.000000,-0.596141
0.4920,-39689.000000,-0.549869
0.4940,-41355.000000,-0.511312
0.4960,-42877.000000,-0.504357
0.4980,-44930.000000,-0.505054
0.5000,-45569.000000,-0.506978
0.5020,-46094.000000,-0.499032
0.5040,-48435.000000,-0.461276
0.5060,-49776.000000,-0.431990
0.5080,-49824.000000,-0.435057
0.5100,-49523.000000,-0.406489
0.5120,-48071.000000,-0.343828
0.5140,-45981.000000,-0.338072
0.5160,-42612.000000,-0.380049
0.5180,-37136.000000,-0.389335
0.5200,-35730.000000,-0.370381
0.5220,-34356.000000,-0.345795
0.5240,-33343.000000,-0.313798
0.5260,-34861.000000,-0.310644
0.5280,-33761.000000,-0.343781
0.5300,-31762.000000,-0.362024
0.5320,-32021.000000,-0.350931
0.5340,-31934.000000,-0.330906
0.5360,-31222.000000,-0.313291
0.5380,-29902.000000,-0.311396
0.5400,-25168.000000,-0.315565
0.5420,-17787.000000,-0.294126
0.5440,-19687.000000,-0.246971
0.5460,-22354.000000,-0.199595
0.5480,-23941.000000,-0.174924
0.5500,-25136.000000,-0.173488
0.5520,-25821.000000,-0.156696
0.5540,-26252.000000,-0.108213
0.5560,-27277.000000,-0.068442
0.5580,-26514.000000,-0.064221
0.5600,-24630.000000,-0.081218
0.5620,-19896.000000,-0.081505
0.5640,-17293.000000,-0.053212
0.5660,-15100.000000,-0.055518
0.5680,-13717.000000,-0.088342
0.5700,-11174.000000,-0.065263
0.5720,-8842.000000,-0.013759
0.5740,-5606.000000,0.000419
0.5760,-742.000000,0.016188
0.5780,3506.000000,0.026172
0.5800,4654.000000,0.010928
0.5820,6421.000000,0.032092
0.5840,7179.000000,0.073133
0.5860,8044.000000,0.092760
0.5880,7961.000000,0.120351
