Time(s),True_Raw_500Hz,Denoised_Resampled_500Hz
0.2440,-7359.000000,-0.635693
0.2460,-7317.000000,-0.630555
0.2480,-7281.000000,-0.607326
0.2500,-7228.000000,-0.583789
0.2520,-7181.000000,-0.572555
0.2540,-7157.000000,-0.542317
0.2560,-7127.000000,-0.505669
0.2580,-7077.000000,-0.481955
0.2600,-7022.000000,-0.470444
0.2620,-6995.000000,-0.464981
0.2640,-6947.000000,-0.434800
0.2660,-6887.000000,-0.394720
0.2680,-6824.000000,-0.379980
0.2700,-6771.000000,-0.375221
0.2720,-6716.000000,-0.383134
0.2740,-6644.000000,-0.387482
0.2760,-6592.000000,-0.356743
0.2780,-6549.000000,-0.344136
0.2800,-6468.000000,-0.357169
0.2820,-6392.000000,-0.345528
0.2840,-6329.000000,-0.337092
0.2860,-6279.000000,-0.326361
0.2880,-6194.000000,-0.289779
0.2900,-6126.000000,-0.279149
0.2920,-3993.000000,-0.278863
0.2940,-3911.000000,-0.250831
0.2960,-3816.000000,-0.223688
0.2980,-3744.000000,-0.183364
0.3000,-3672.000000,-0.134006
0.3020,-3590.000000,-0.116409
0.3040,-3511.000000,-0.102947
0.3060,-3439.000000,-0.075489
0.3080,-3369.000000,-0.036285
0.3100,-3289.000000,0.015632
0.3120,-3206.000000,0.032995
0.3140,-3136.000000,0.030797
0.3160,-3076.000000,0.065766
0.3180,-3008.000000,0.107016
0.3200,-2934.000000,0.139746
0.3220,-2870.000000,0.165204
0.3240,-2807.000000,0.156917
0.3260,-2741.000000,0.160435
0.3280,-2692.000000,0.196100
0.3300,-2621.000000,0.219798
0.3320,-2557.000000,0.244693
0.3340,-2452.000000,0.261087
0.3360,-2391.000000,0.248624
0.3380,-2324.000000,0.258097
0.3400,-2281.000000,0.285188
0.3420,-2231.000000,0.297055
0.3440,-2190.000000,0.309575
0.3460,-2129.000000,0.312132
0.3480,-2065.000000,0.314437
0.3500,-2026.000000,0.340086
0.3520,-1977.000000,0.357252
0.3540,-1934.000000,0.365374
0.3560,-1902.000000,0.375937
0.3580,-1846.000000,0.375169
0.3600,-1815.000000,0.390506
0.3620,-1779.000000,0.417813
0.3640,-1734.000000,0.421728
0.3660,-1674.000000,0.421266
0.3680,-1646.000000,0.420423
0.3700,-1623.000000,0.417767
0.3720,-1595.000000,0.433549
0.3740,-1549.000000,0.443556
0.3760,-1525.000000,0.442910
0.3780,-1483.000000,0.450717
0.3800,-1447.000000,0.447441
0.3820,-1410.000000,0.446705
0.3840,-1385.000000,0.461723
0.3860,-1362.000000,0.462595
0.3880,-1334.000000,0.460609
0.3900,-1325.000000,0.463397
0.3920,-1296.000000,0.458304
0.3940,-1289.000000,0.465500
0.3960,-1254.000000,0.472743
0.3980,-1232.000000,0.468769
0.4000,-1207.000000,0.479084
0.4020,-1199.000000,0.481579
0.4040,-1201.000000,0.471883
0.4060,-1182.000000,0.482099
0.4080,-1152.000000,0.486672
0.4100,-1135.000000,0.478659
0.4120,-1129.000000,0.482258
0.4140,-1115.000000,0.479473
0.4160,-1102.000000,0.475165
0.4180,-1102.000000,0.483229
0.4200,-1071.000000,0.482118
0.4220,-1063.000000,0.476365
0.4240,-1078.000000,0.475395
0.4260,-1062.000000,0.474204
0.4280,-1031.000000,0.479922
0.4300,-1031.000000,0.479809
0.4320,-1024.000000,0.468332
0.4340,-1024.000000,0.464265
0.4360,-999.000000,0.464513
0.4380,-995.000000,0.469035
0.4400,-997.000000,0.476952
